,Unnamed: 0,사업장명,도로명전체주소,위도(WGS84),경도(WGS84),카카오_카테고리,카카오_링크,평점,영업시간,구글지도링크,비고_y,통합_전화번호,카테고리1,카테고리2,카테고리3,카테고리4,mon,tue,wed,thu,fri,sat,sun,hours_compact
4019,4019,초가집갈비김치찌개,"충청남도 천안시 서북구 두정상가4길 29, 1층 (두정동)",36.83256216977184,127.14244348320692,"음식점 > 한식 > 찌개,전골",http://place.map.kakao.com/1877330556,,,,,041-555-9753,한식,"찌개,전골",,,,,,,,,,
4020,4020,레트로포차생생치킨,"충청남도 천안시 동남구 문암로 72, 1층 (안서동)",36.84111733987362,127.1812035334904,음식점,http://place.map.kakao.com/1886502929,,,,,,,,,,,,,,,,,
4021,4021,그늘집트리니티,"충청남도 천안시 동남구 삼룡4길 58-4, 1층 (삼룡동)",36.78057778582704,127.17096506913346,,,,,,,,,,,,,,,,,,,
4022,4022,이모네식당,"충청남도 천안시 동남구 문암로 62, 1층 (안서동)",36.84042686313984,127.1805615366552,음식점 > 한식,http://place.map.kakao.com/17859359,,,,,041-622-2111,한식,,,,,,,,,,,
4023,4023,다원오리,"충청남도 천안시 동남구 신용로 13, 1층 (다가동)",36.80140573855693,127.13827472905147,음식점,http://place.map.kakao.com/1792241361,,,,,,,,,,,,,,,,,
4024,4024,골목길포차,"충청남도 천안시 서북구 쌍용9길 10, 1층 (쌍용동, 다래하우스)",36.80201085952561,127.12055606143797,,,,,https://maps.google.com/?cid=17377066653626131252,,,,,,,,,,,,,,
4025,4025,곱이곱다성성점,"충청남도 천안시 서북구 성성8로 2-43, 1층 (성성동)",36.83990967109913,127.1291790889093,,,,,,,,,,,,,,,,,,,
4026,4026,황제산삼곰탕삼계탕성거점,"충청남도 천안시 서북구 성거읍 봉주로 123, 1층",36.87816364146042,127.16021665528176,,,3.9,,https://maps.google.com/?cid=8165954735223366648,,043-838-1110,,,,,,,,,,,,
4027,4027,으뜸국밥백퍼센트한우곰국냉면사관학교일품죽매일칼국수,"충청남도 천안시 서북구 월봉4로 120-16, 상가동 지1층 지01호 (쌍용동, 월봉일성아파트)",36.79603114729622,127.11683152704089,음식점 > 한식,http://place.map.kakao.com/2069007947,,,,,,한식,,,,,,,,,,,
4028,4028,콩심(성성점),"충청남도 천안시 서북구 성성11길 30, 1동 1층 (성성동)",36.84327154353897,127.13749334208214,음식점 > 한식 > 국밥,http://place.map.kakao.com/1164058245,,,,,041-414-1838,한식,국밥,,,,,,,,,,
4029,4029,시야네포차,"충청남도 천안시 동남구 원성4길 46, 1층 (원성동)",36.81033103649755,127.16169654985048,,,3.0,,https://maps.google.com/?cid=17104034196914880,,,,,,,,,,,,,,
4030,4030,통통크레페,"충청남도 천안시 서북구 부성3길 25, 1층 (두정동, 피이스빌리지)",36.83435408093517,127.1365271270972,,,,,,,,,,,,,,,,,,,
4031,4031,카페아슬리,"충청남도 천안시 서북구 두정로 127, 1층 (두정동)",36.83418238287475,127.13099852385888,음식점 > 카페,http://place.map.kakao.com/418119140,,,,,070-8211-1804,카페,,,,,,,,,,,
4032,4032,오늘처럼,"충청남도 천안시 서북구 봉서7길 22, 1층 (쌍용동)",36.807889058943985,127.13159180709684,음식점 > 한식,http://place.map.kakao.com/1442309337,,,,,,한식,,,,,,,,,,,
4033,4033,갓지은초밥,"충청남도 천안시 서북구 직산읍 삼은3길 38, 1층",36.87915472237307,127.15355385100452,,,4.9,"Monday: Closed, Tuesday: 11:30 AM – 3:00 PM, 5:00 – 9:30 PM, Wednesday: 11:30 AM – 3:00 PM, 5:00 – 9:30 PM, Thursday: 11:30 AM – 3:00 PM, 5:00 – 9:30 PM, Friday: 11:30 AM – 3:00 PM, 5:00 – 9:30 PM, Saturday: 11:30 AM – 3:00 PM, 5:00 – 9:30 PM, Sunday: 11:30 AM – 3:00 PM, 5:00 – 9:30 PM",https://maps.google.com/?cid=13298087267164824288,,062-452-3640,,,,,(월) 휴무,(화) 11:30~15:00,(수) 11:30~15:00,(목) 11:30~15:00,(금) 11:30~15:00,(토) 11:30~15:00,(일) 11:30~15:00,"(월) 휴무, (화) 11:30~15:00, (수) 11:30~15:00, (목) 11:30~15:00, (금) 11:30~15:00, (토) 11:30~15:00, (일) 11:30~15:00"
4034,4034,이가네장작불,"충청남도 천안시 서북구 쌍용1길 12, 1층 (쌍용동)",36.80125275887226,127.12059589029298,"음식점 > 한식 > 사철탕,영양탕",http://place.map.kakao.com/1142677953,,,,,041-571-2664,한식,"사철탕,영양탕",,,,,,,,,,
4035,4035,아우내밥집,"충청남도 천안시 동남구 병천면 병천1로 20, 1층",36.763704313697545,127.29189233936462,,,,,,,,,,,,,,,,,,,
4036,4036,비비큐천안안서점,"충청남도 천안시 동남구 각원사길 42, 1동 1층 (안서동)",36.830545044032576,127.1766858560337,,,,,,,,,,,,,,,,,,,
4037,4037,손수,"충청남도 천안시 서북구 신당새터2길 57, 1층 (신당동)",36.85326909942064,127.1599075800764,,,,,,,,,,,,,,,,,,,
4038,4038,널위한식탁,"충청남도 천안시 서북구 서부16길 59, 1층 105호 (성정동)",36.822332472873306,127.1432230552925,"음식점 > 일식 > 돈까스,우동",http://place.map.kakao.com/399420573,3.0,,https://maps.google.com/?cid=17094648564001059952,,041-579-5008,일식,"돈까스,우동",,,,,,,,,,
4039,4039,바른치킨천안신부점,"충청남도 천안시 동남구 북일로 70, 120동 1층 104호 (신부동, 천안신부힐스테이트)",36.82799027226133,127.1565950711515,음식점 > 치킨 > 바른치킨,http://place.map.kakao.com/206379572,,,,,041-558-5852,치킨,바른치킨,,,,,,,,,,
4040,4040,대지다방,"충청남도 천안시 동남구 영성로 41, 지하1층 (사직동)",36.80204061407002,127.15030596048942,음식점 > 카페 > 다방,http://place.map.kakao.com/10239032,,,https://maps.google.com/?cid=6129187957161776561,,041-563-9145,카페,다방,,,,,,,,,,
4041,4041,소백양샤브,"충청남도 천안시 동남구 대흥로 215, 1층 103호 (대흥동)",36.80732719322053,127.14715946973428,음식점 > 샤브샤브,http://place.map.kakao.com/1309311189,4.6,"Monday: 10:00 AM – 11:00 PM, Tuesday: 10:00 AM – 11:00 PM, Wednesday: 10:00 AM – 11:00 PM, Thursday: 10:00 AM – 11:00 PM, Friday: 10:00 AM – 11:00 PM, Saturday: 10:00 AM – 11:00 PM, Sunday: 10:00 AM – 11:00 PM",https://maps.google.com/?cid=4056409929596954238,,010-8339-5669,샤브샤브,,,,(월) 10:00~23:00,(화) 10:00~23:00,(수) 10:00~23:00,(목) 10:00~23:00,(금) 10:00~23:00,(토) 10:00~23:00,(일) 10:00~23:00,"(월) 10:00~23:00, (화) 10:00~23:00, (수) 10:00~23:00, (목) 10:00~23:00, (금) 10:00~23:00, (토) 10:00~23:00, (일) 10:00~23:00"
4042,4042,더스완천안아산점,"충청남도 천안시 동남구 청수14로 102, 에이스법조타워 7층 713호,714호,715호,716호 (청당동)",36.785559354515605,127.15739259836086,"가정,생활 > 유아 > 놀이시설 > 키즈카페",http://place.map.kakao.com/984500462,,,https://maps.google.com/?cid=4651237694332446667,,010-8188-1795,유아,놀이시설,키즈카페,,,,,,,,,
4043,4043,박순자아우내순대성거점,"충청남도 천안시 서북구 성거읍 망향로 916, 1층",36.8958736850039,127.21413787306702,음식점 > 한식 > 순대,http://place.map.kakao.com/543736092,,,,,041-551-5000,한식,순대,,,,,,,,,,
4044,4044,애바,"충청남도 천안시 서북구 성정공원5로 42, 지하2층 (성정동)",36.82750568234225,127.14226050275744,,,,,,,,,,,,,,,,,,,
4045,4045,윤발이네실내포차본점,"충청남도 천안시 서북구 불당33길 35, 1층 101,102호 (불당동)",36.81167492029331,127.10725097934596,,,,,,,,,,,,,,,,,,,
4046,4046,또봉이통닭,"충청남도 천안시 동남구 청수12로 21, 1층 (청당동)",36.783041336638384,127.16179370968533,,,,,,,,,,,,,,,,,,,
4047,4047,김밥가게,"충청남도 천안시 서북구 늘푸른3길 24, 1층 (두정동)",36.826062392043,127.12979197717178,음식점 > 분식,http://place.map.kakao.com/898077253,5.0,,https://maps.google.com/?cid=16450593275509873945,,041-555-7101,분식,,,,,,,,,,,
4048,4048,유얼스,"충청남도 천안시 서북구 불당31길 37, 1층 (불당동)",36.8102136704268,127.1053439379096,음식점 > 카페,http://place.map.kakao.com/1353969404,,,,,070-7537-0670,카페,,,,,,,,,,,
4049,4049,맛있는씨씨엠,"충청남도 천안시 동남구 풍세면 풍세로 155, 1층 101B호",36.728063486883286,127.1199623375634,,,,,,,,,,,,,,,,,,,
4050,4050,중앙반점,"충청남도 천안시 동남구 봉서4길 26, 1동 1층 (봉명동)",36.81340701718087,127.13253683759046,음식점 > 중식,http://place.map.kakao.com/1887074968,,,https://maps.google.com/?cid=8199289209559208555,,041-575-7364,중식,,,,,,,,,,,
4051,4051,철길부산집천안청당점,"충청남도 천안시 동남구 청수14로 60, 서미법조타워 1층 113호 (청당동)",36.78410677143849,127.15297313611474,음식점 > 술집 > 실내포장마차 > 철길부산집,http://place.map.kakao.com/1594864943,,,https://maps.google.com/?cid=18001063022078431703,,,술집,실내포장마차,철길부산집,,,,,,,,,
4052,4052,이코이라멘,"충청남도 천안시 동남구 먹거리10길 31, 1층 (신부동)",36.81797425554173,127.15721963935428,음식점 > 일식 > 일본식라면,http://place.map.kakao.com/1484033473,,,,,,일식,일본식라면,,,,,,,,,,
4053,4053,갈비만,"충청남도 천안시 동남구 청수11로 13-17, 2층 201호,202호,203호 (청당동)",36.78361988168134,127.15359626371918,"음식점 > 한식 > 육류,고기 > 갈비",http://place.map.kakao.com/1658827008,,,,,041-569-9291,한식,"육류,고기",갈비,,,,,,,,,
4054,4054,신문성정육식당,"충청남도 천안시 서북구 불당5길 6, 1층 (불당동)",36.80243535894363,127.10993690838546,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/1258780010,,,,,041-552-5285,한식,"육류,고기",,,,,,,,,,
4055,4055,경북식육식당,"충청남도 천안시 서북구 불당6길 18, 1층 (불당동)",36.80241865068432,127.11037342404671,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/63474710,4.0,"Monday: 11:30 AM – 10:30 PM, Tuesday: 11:30 AM – 10:30 PM, Wednesday: 11:30 AM – 10:30 PM, Thursday: 11:30 AM – 10:30 PM, Friday: 11:30 AM – 10:30 PM, Saturday: 11:30 AM – 10:30 PM, Sunday: 11:30 AM – 10:30 PM",https://maps.google.com/?cid=1647717769000453762,,041-555-6974,한식,"육류,고기",,,(월) 11:30~22:30,(화) 11:30~22:30,(수) 11:30~22:30,(목) 11:30~22:30,(금) 11:30~22:30,(토) 11:30~22:30,(일) 11:30~22:30,"(월) 11:30~22:30, (화) 11:30~22:30, (수) 11:30~22:30, (목) 11:30~22:30, (금) 11:30~22:30, (토) 11:30~22:30, (일) 11:30~22:30"
4056,4056,명인만두청수행정타운점,"충청남도 천안시 동남구 청수14로 102, 에이스법조타워 1층 104호 (청당동)",36.785559354515605,127.15739259836086,음식점 > 분식 > 명인만두,http://place.map.kakao.com/34941252,4.0,,https://maps.google.com/?cid=5592499304088431238,,041-522-6262,분식,명인만두,,,,,,,,,,
4057,4057,까몬천안신불당점,"충청남도 천안시 서북구 불당25로 200, NS타워 1층 101호 (불당동)",36.81887747109457,127.10918491883322,음식점 > 아시아음식 > 동남아음식 > 베트남음식,http://place.map.kakao.com/736045313,,,,,0507-1363-1279,아시아음식,동남아음식,베트남음식,,,,,,,,,
4058,4058,불당시티울엄마김밥,"충청남도 천안시 서북구 공원로 176, 천안불당 시티프라디움 3차 근린생활시설-3 지하2층 B214호 (불당동)",36.79713245729765,127.09929718548284,,,5.0,,https://maps.google.com/?cid=9733436544397864141,,,,,,,,,,,,,,
4059,4059,국수,"충청남도 천안시 서북구 봉명로 13, 1층 (쌍용동)",36.80788258418265,127.13004926209771,,,,,,,,,,,,,,,,,,,
4060,4060,몽키반점,"충청남도 천안시 서북구 불당32길 3-4, 1층 (불당동)",36.80863262270613,127.10454926721016,음식점 > 중식 > 중국요리,http://place.map.kakao.com/1871727732,5.0,,https://maps.google.com/?cid=3136796978592762017,,041-566-1708,중식,중국요리,,,,,,,,,,
4061,4061,데이원,"충청남도 천안시 서북구 불당33길 47, 1층 110,111호 (불당동)",36.81084144195337,127.1069973281076,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/142731641,,,,,041-551-9688,한식,"육류,고기",,,,,,,,,,
4062,4062,못생긴뚱돼지,"충청남도 천안시 서북구 서부3길 33, 1층 (성정동)",36.82146754329013,127.13976359476128,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/27544213,4.4,"Monday: 5:00 PM – 1:00 AM, Tuesday: 5:00 PM – 1:00 AM, Wednesday: 5:00 PM – 1:00 AM, Thursday: 5:00 PM – 1:00 AM, Friday: 5:00 PM – 1:00 AM, Saturday: 5:00 PM – 1:00 AM, Sunday: 5:00 PM – 1:00 AM",https://maps.google.com/?cid=12892359503020538977,,041-555-2151,한식,"육류,고기",,,(월) 17:00~01:00,(화) 17:00~01:00,(수) 17:00~01:00,(목) 17:00~01:00,(금) 17:00~01:00,(토) 17:00~01:00,(일) 17:00~01:00,"(월) 17:00~01:00, (화) 17:00~01:00, (수) 17:00~01:00, (목) 17:00~01:00, (금) 17:00~01:00, (토) 17:00~01:00, (일) 17:00~01:00"
4063,4063,맘스터치천안역점,"충청남도 천안시 동남구 대흥로 227, 1층 (대흥동)",36.808335728438074,127.147546582863,음식점 > 패스트푸드 > 맘스터치,http://place.map.kakao.com/2101156830,4.4,"Monday: 9:30 AM – 10:30 PM, Tuesday: 9:30 AM – 10:30 PM, Wednesday: 9:30 AM – 10:30 PM, Thursday: 9:30 AM – 10:30 PM, Friday: 9:30 AM – 10:30 PM, Saturday: 9:30 AM – 10:30 PM, Sunday: 9:30 AM – 10:30 PM",https://maps.google.com/?cid=268971558668295184,,041-566-9289,패스트푸드,맘스터치,,,(월) 09:30~22:30,(화) 09:30~22:30,(수) 09:30~22:30,(목) 09:30~22:30,(금) 09:30~22:30,(토) 09:30~22:30,(일) 09:30~22:30,"(월) 09:30~22:30, (화) 09:30~22:30, (수) 09:30~22:30, (목) 09:30~22:30, (금) 09:30~22:30, (토) 09:30~22:30, (일) 09:30~22:30"
4064,4064,퍼센토,"충청남도 천안시 서북구 불당30길 7-1, 1층 (불당동)",36.81050963742603,127.10315708403448,,,4.4,"Monday: 10:00 AM – 9:00 PM, Tuesday: Closed, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:00 PM, Saturday: 12:00 AM – 9:00 PM, Sunday: 12:00 AM – 9:00 PM",https://maps.google.com/?cid=11237219966680623114,,041-522-0300,,,,,(월) 10:00~21:00,(화) 휴무,(수) 10:00~21:00,(목) 10:00~21:00,(금) 10:00~21:00,(토) 00:00~21:00,(일) 00:00~21:00,"(월) 10:00~21:00, (화) 휴무, (수) 10:00~21:00, (목) 10:00~21:00, (금) 10:00~21:00, (토) 00:00~21:00, (일) 00:00~21:00"
4065,4065,청춘식당,"충청남도 천안시 동남구 병천면 충절로 1859, 1동 1층",36.76442582266802,127.31110620516108,음식점 > 한식,http://place.map.kakao.com/1790742182,4.0,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",https://maps.google.com/?cid=5387207418190017687,,041-567-9005,한식,,,,(월) 11:00~22:00,(화) 11:00~22:00,(수) 11:00~22:00,(목) 11:00~22:00,(금) 11:00~22:00,(토) 11:00~22:00,(일) 11:00~22:00,"(월) 11:00~22:00, (화) 11:00~22:00, (수) 11:00~22:00, (목) 11:00~22:00, (금) 11:00~22:00, (토) 11:00~22:00, (일) 11:00~22:00"
4066,4066,수염포차,"충청남도 천안시 서북구 불당33길 31, 1층 103호 (불당동)",36.81214540283889,127.10739643451502,음식점 > 술집 > 실내포장마차,http://place.map.kakao.com/1975013533,,,https://maps.google.com/?cid=10665808670568081462,,041-566-2874,술집,실내포장마차,,,,,,,,,,
4067,4067,불당돈,"충청남도 천안시 서북구 검은들3길 42, 1동 1층 110,111호 (불당동)",36.81103645384009,127.10880092606747,"음식점 > 한식 > 육류,고기",http://place.map.kakao.com/810794804,,,,,041-561-2727,한식,"육류,고기",,,,,,,,,,
4068,4068,야기꾼,"충청남도 천안시 동남구 청수14로 102, 에이스법조타워 1층 101호,102호 (청당동)",36.785559354515605,127.15739259836086,,,,,,,,,,,,,,,,,,,
4069,4069,장터순대국밥,"충청남도 천안시 서북구 성환읍 성환중앙로 49-5, 1층 101호",36.918268945325536,127.13028363424426,음식점 > 한식 > 국밥,http://place.map.kakao.com/167604065,,,,,041-585-0098,한식,국밥,,,,,,,,,,
4070,4070,서가장인곱창두정점,"충청남도 천안시 서북구 원두정7길 3, 1층 (두정동)",36.83222002956427,127.13433647456075,"음식점 > 한식 > 육류,고기 > 곱창,막창",http://place.map.kakao.com/2020112396,4.3,"Monday: 4:00 PM – 2:00 AM, Tuesday: 4:00 PM – 2:00 AM, Wednesday: 4:00 PM – 2:00 AM, Thursday: 4:00 PM – 2:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 3:00 PM – 2:00 AM, Sunday: 3:00 PM – 2:00 AM",https://maps.google.com/?cid=9139896289447245642,,0502-5551-1326,한식,"육류,고기","곱창,막창",,(월) 16:00~02:00,(화) 16:00~02:00,(수) 16:00~02:00,(목) 16:00~02:00,(금) 16:00~02:00,(토) 15:00~02:00,(일) 15:00~02:00,"(월) 16:00~02:00, (화) 16:00~02:00, (수) 16:00~02:00, (목) 16:00~02:00, (금) 16:00~02:00, (토) 15:00~02:00, (일) 15:00~02:00"
4071,4071,천안맛집소플러스,"충청남도 천안시 서북구 음봉로 909-11, 1동 1층 (백석동)",36.824998697950086,127.10603880738148,,,,,,,,,,,,,,,,,,,
4072,4072,마이고기&제면명가,"충청남도 아산시 배방읍 고속철대로 133, 이마트 트레이더스 천안아산점 2층",36.79651097615346,127.10567972052117,,,,,,,,,,,,,,,,,,,
4073,4073,효성한우정육식당,"충청남도 천안시 서북구 봉정로 321, 1층 101,102,103호 (두정동)",36.83065784050448,127.14486677880728,,,,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 12:00 – 10:00 PM",https://maps.google.com/?cid=13315317489709830235,,,,,,,(월) 12:00~22:00,(화) 12:00~22:00,(수) 12:00~22:00,(목) 12:00~22:00,(금) 12:00~22:00,(토) 12:00~22:00,(일) 12:00~22:00,"(월) 12:00~22:00, (화) 12:00~22:00, (수) 12:00~22:00, (목) 12:00~22:00, (금) 12:00~22:00, (토) 12:00~22:00, (일) 12:00~22:00"
4074,4074,봉명읍미쓰리불당점,"충청남도 천안시 서북구 광장로 260, 상가동 1층 106호 (불당동, 불당한화꿈에그린아파트)",36.80098243937495,127.1136045433524,음식점 > 카페,http://place.map.kakao.com/756310893,5.0,,https://maps.google.com/?cid=1987374160309036377,,0507-2086-6656,카페,,,,,,,,,,,
